"name","company","gender","age","age_groups","bookings_cnt","total_spending","users_seg","first_booking_date","latest_booking_date","life_span_years","recency_in_years","avg_booking_value","avg_yearly_spend"
"Lyman Aguinaldo","Acme Factory","Male",61,"60-69","14","38607.73","New","2019-11-14","2020-09-03","0.81","4.54","2757.70","38607.73"
"Bobbie Murray","Wonka Company","Female",51,"50-59","17","38385.86","New","2019-10-03","2020-12-17","1.21","4.25","2257.99","31723.85"
"Ricky Baker","4You","Male",57,"50-59","16","38224.12","New","2019-10-10","2020-08-20","0.86","4.58","2389.01","38224.12"
"Gregory Huntington","Wonka Company","Male",41,"40-49","16","38170.94","New","2019-10-24","2020-10-22","1.00","4.40","2385.68","38170.94"
"Jesus Victor","Wonka Company","n/a",30,"30-39","18","38161.54","New","2019-10-24","2020-09-03","0.86","4.54","2120.09","38161.54"
"Genevieve May","4You","Female",56,"50-59","16","38106.57","New","2019-10-03","2020-12-10","1.19","4.27","2381.66","32022.33"
"Jarrod Woodard","Wonka Company","n/a",35,"30-39","15","37809.33","New","2019-10-10","2020-09-03","0.90","4.54","2520.62","37809.33"
"Frankie Ortega","Wonka Company","Female",54,"50-59","15","37548.53","New","2019-09-26","2021-03-04","1.44","4.04","2503.24","26075.37"
"Gregory Fiorini","Acme Factory","Male",28,"20-29","13","37453.67","New","2019-10-03","2020-06-11","0.69","4.77","2881.05","37453.67"
"Alton Jastrebski","Acme Factory","Male",32,"30-39","16","37041.34","New","2019-10-31","2020-10-29","1.00","4.38","2315.08","37041.34"
"Brian Shevlin","Wonka Company","n/a",61,"60-69","16","36974.76","New","2019-10-24","2021-01-07","1.21","4.19","2310.92","30557.65"
"Patricia Albino","Umbrella LTDA","Female",58,"50-59","14","36973.74","New","2019-09-26","2020-08-06","0.86","4.61","2640.98","36973.74"
"Edna Boyette","Monsters CYA","Female",43,"40-49","16","36893.46","New","2019-12-05","2020-12-24","1.05","4.23","2305.84","35136.63"
"Kathleen Tsang","Wonka Company","Female",41,"40-49","17","36614.61","New","2019-10-03","2020-08-06","0.84","4.61","2153.80","36614.61"
"Charles Baker","4You","Male",38,"30-39","16","36612.84","New","2019-10-24","2021-02-18","1.32","4.08","2288.30","27737.00"
"Kathryn Allen","Umbrella LTDA","Female",55,"50-59","13","36594.46","New","2019-10-03","2020-09-03","0.92","4.54","2814.96","36594.46"
"Dale Mazur","4You","Male",47,"40-49","14","36551.12","New","2019-09-26","2020-07-30","0.84","4.63","2610.79","36551.12"
"Ernesto Hall","Acme Factory","n/a",40,"40-49","15","36486.14","New","2019-09-26","2021-01-14","1.30","4.17","2432.41","28066.26"
"Fred Bergeson","Wonka Company","Male",40,"40-49","14","36449.79","New","2019-10-10","2020-09-03","0.90","4.54","2603.56","36449.79"
"Lyman Huizar","Monsters CYA","n/a",62,"60-69","14","36390.99","New","2019-10-10","2020-08-20","0.86","4.58","2599.36","36390.99"
"Cindy Sullivan","Monsters CYA","Female",44,"40-49","14","36380.14","New","2019-09-26","2020-08-13","0.88","4.59","2598.58","36380.14"
"Zachary Richardson","Monsters CYA","Male",60,"60-69","16","36254.69","New","2019-10-17","2020-08-13","0.82","4.59","2265.92","36254.69"
"Katherine Ruff","Acme Factory","n/a",37,"30-39","15","36132.35","New","2019-10-10","2020-06-04","0.65","4.79","2408.82","36132.35"
"Kim Frederick","4You","Male",54,"50-59","15","35967.67","New","2019-10-10","2020-09-03","0.90","4.54","2397.84","35967.67"
"Jessica Shepard","4You","Female",57,"50-59","16","35903.19","New","2019-10-10","2020-11-26","1.13","4.31","2243.95","31772.73"
"George Sapp","4You","Male",26,"20-29","15","35851.33","New","2019-11-14","2021-01-28","1.21","4.13","2390.09","29629.20"
"Kelley Bradford","4You","n/a",24,"20-29","17","35550.01","New","2019-10-03","2020-08-06","0.84","4.61","2091.18","35550.01"
"Timothy Grady","Monsters CYA","Male",28,"20-29","15","35524.54","New","2019-10-24","2020-11-05","1.04","4.36","2368.30","34158.21"
"Larry Dupree","4You","Male",36,"30-39","15","35378.39","New","2019-09-26","2020-11-19","1.15","4.33","2358.56","30763.82"
"Lora Perez","Wonka Company","Female",23,"20-29","15","35216.59","New","2019-09-26","2020-08-06","0.86","4.61","2347.77","35216.59"
"Shirley Barnhill","Acme Factory","Female",51,"50-59","15","35140.93","New","2019-10-03","2020-12-24","1.23","4.23","2342.73","28569.86"
"Lisa Fitch","4You","Female",37,"30-39","15","35028.50","New","2019-10-17","2020-04-16","0.50","4.92","2335.23","35028.50"
"Clyde Ruiz","4You","Male",46,"40-49","14","34770.26","New","2019-10-03","2020-06-11","0.69","4.77","2483.59","34770.26"
"Juanita Carter","Monsters CYA","n/a",52,"50-59","13","34508.01","New","2019-11-28","2020-09-17","0.81","4.50","2654.46","34508.01"
"Chadwick Goodwin","Wonka Company","n/a",28,"20-29","18","34440.49","New","2019-09-26","2020-05-28","0.67","4.81","1913.36","34440.49"
"Matthew Lewis","Umbrella LTDA","Male",21,"20-29","13","34412.70","New","2019-10-17","2020-09-24","0.94","4.48","2647.13","34412.70"
"June Chynoweth","Umbrella LTDA","Female",47,"40-49","12","34234.18","New","2019-10-24","2020-06-11","0.63","4.77","2852.85","34234.18"
"Steve Shoffner","Acme Factory","n/a",48,"40-49","13","34121.25","New","2019-10-10","2020-11-12","1.09","4.35","2624.71","31303.90"
"Sandra Young","4You","n/a",44,"40-49","13","34077.78","New","2019-09-26","2020-06-18","0.73","4.75","2621.37","34077.78"
"Veronica Salgado","Monsters CYA","Female",65,"60-69","16","33940.63","New","2019-09-26","2020-09-17","0.98","4.50","2121.29","33940.63"
"Charlotte Mcneal","Wonka Company","Female",44,"40-49","14","33899.24","New","2019-10-24","2020-03-19","0.40","5.00","2421.37","33899.24"
"Lorene Mason","Umbrella LTDA","Female",58,"50-59","14","33534.35","New","2019-09-26","2020-07-02","0.77","4.71","2395.31","33534.35"
"Leslie Viviani","Wonka Company","n/a",53,"50-59","14","33488.58","New","2019-10-24","2020-06-04","0.61","4.79","2392.04","33488.58"
"Judy Atkins","4You","n/a",32,"30-39","15","33413.45","New","2019-10-17","2020-08-20","0.84","4.58","2227.56","33413.45"
"Katlyn Hsiao","4You","Female",44,"40-49","14","32853.37","New","2019-09-26","2020-08-13","0.88","4.59","2346.67","32853.37"
"John Garrison","4You","n/a",38,"30-39","13","32740.33","New","2019-10-24","2020-08-20","0.82","4.58","2518.49","32740.33"
"Rosemarie Bryan","Wonka Company","n/a",52,"50-59","16","32735.59","New","2019-09-26","2020-11-12","1.13","4.35","2045.97","28969.55"
"Allan Mclaughlin","Wonka Company","Male",46,"40-49","13","32670.50","New","2019-10-24","2020-03-19","0.40","5.00","2513.12","32670.50"
"Paul Rodriguez","Umbrella LTDA","Male",35,"30-39","13","32642.02","New","2019-10-17","2020-07-16","0.75","4.67","2510.92","32642.02"
"James Gimenez","Umbrella LTDA","Male",28,"20-29","11","32499.38","New","2019-10-03","2020-04-16","0.54","4.92","2954.49","32499.38"
"Sherry Daigle","Monsters CYA","n/a",46,"40-49","17","32462.12","New","2019-09-26","2020-07-30","0.84","4.63","1909.54","32462.12"
"Patricia Mcdonald","Wonka Company","Female",45,"40-49","14","32303.46","New","2019-09-26","2020-06-04","0.69","4.79","2307.39","32303.46"
"Alice Hernandez","Acme Factory","Female",46,"40-49","12","32111.08","New","2019-09-26","2020-06-11","0.71","4.77","2675.92","32111.08"
"Charlotte Johnson","Monsters CYA","n/a",51,"50-59","13","32024.67","New","2019-10-17","2020-09-24","0.94","4.48","2463.44","32024.67"
"Milton Stanley","Wonka Company","Male",50,"50-59","14","31989.14","New","2019-10-03","2020-08-06","0.84","4.61","2284.94","31989.14"
"Trina Thomas","4You","n/a",47,"40-49","13","31926.59","New","2019-09-26","2020-12-10","1.21","4.27","2455.89","26385.61"
"Robert Carpenter","Monsters CYA","Male",44,"40-49","13","31848.93","New","2019-09-26","2020-06-18","0.73","4.75","2449.92","31848.93"
"Donald Bennett","Acme Factory","Male",61,"60-69","13","31846.78","New","2019-10-10","2020-04-30","0.56","4.88","2449.75","31846.78"
"Winston Hogen","Acme Factory","n/a",49,"40-49","12","31818.22","New","2019-09-26","2020-08-06","0.86","4.61","2651.52","31818.22"
"Harriette Roswick","Umbrella LTDA","n/a",55,"50-59","12","31408.38","New","2019-10-10","2020-07-09","0.75","4.69","2617.37","31408.38"
"Robert Taylor","Acme Factory","Male",54,"50-59","13","31319.93","New","2019-10-17","2020-07-30","0.79","4.63","2409.23","31319.93"
"Daniel Capone","Acme Factory","n/a",55,"50-59","11","31314.13","New","2019-11-07","2020-07-30","0.73","4.63","2846.74","31314.13"
"Jordan Williams","4You","Male",41,"40-49","13","31276.03","New","2019-11-28","2020-09-24","0.82","4.48","2405.85","31276.03"
"Mary Goodenow","Acme Factory","n/a",63,"60-69","12","31256.16","New","2019-09-26","2020-05-28","0.67","4.81","2604.68","31256.16"
"Ben Brummer","Wonka Company","Male",55,"50-59","12","31229.38","New","2019-10-03","2020-03-19","0.46","5.00","2602.45","31229.38"
"Clara Taylor","Monsters CYA","Female",63,"60-69","15","31027.25","New","2019-10-17","2020-12-03","1.13","4.29","2068.48","27457.74"
"Wilson Lawler","Umbrella LTDA","Male",35,"30-39","12","30632.43","New","2019-09-26","2020-07-02","0.77","4.71","2552.70","30632.43"
"Daniel Kraham","Acme Factory","Male",62,"60-69","12","30553.76","New","2019-10-17","2020-06-04","0.63","4.79","2546.15","30553.76"
"Robert Schlipp","4You","n/a",48,"40-49","12","30494.04","New","2019-11-07","2020-08-27","0.81","4.56","2541.17","30494.04"
"Michelle Richey","Wonka Company","Female",49,"40-49","14","30487.31","New","2019-11-21","2020-09-17","0.82","4.50","2177.67","30487.31"
"James Wells","Wonka Company","Male",24,"20-29","14","30464.77","New","2019-09-26","2020-05-21","0.65","4.82","2176.06","30464.77"
"Manuel Hanson","4You","n/a",53,"50-59","13","30453.05","New","2019-12-05","2020-07-30","0.65","4.63","2342.54","30453.05"
"Justin Lanosga","4You","n/a",47,"40-49","11","30390.55","New","2019-10-03","2020-04-16","0.54","4.92","2762.78","30390.55"
"Peter Arias","Wonka Company","n/a",42,"40-49","13","30330.00","New","2019-10-31","2020-09-24","0.90","4.48","2333.08","30330.00"
"Rhonda Hauck","Wonka Company","Female",25,"20-29","13","30315.01","New","2019-09-26","2020-04-02","0.52","4.96","2331.92","30315.01"
"Jack Gold","Acme Factory","Male",24,"20-29","13","30236.30","New","2019-11-07","2020-08-13","0.77","4.59","2325.87","30236.30"
"Reginald Doherty","4You","Male",33,"30-39","13","29838.70","New","2019-12-12","2020-11-12","0.92","4.35","2295.28","29838.70"
"Joshua Hurdle","Acme Factory","Male",42,"40-49","13","29718.47","New","2019-10-03","2020-10-01","1.00","4.46","2286.04","29718.47"
"Marlene Worrell","Monsters CYA","Female",55,"50-59","14","29656.36","New","2019-10-10","2020-12-31","1.23","4.21","2118.31","24110.86"
"Dixie Perez","4You","Female",28,"20-29","12","29615.60","New","2019-10-10","2020-05-28","0.63","4.81","2467.97","29615.60"
"Richard Espericueta","4You","Male",39,"30-39","12","29545.41","New","2019-10-03","2020-08-13","0.86","4.59","2462.12","29545.41"
"Jessica Christensen","Acme Factory","Female",47,"40-49","12","29436.83","New","2019-11-14","2020-06-11","0.58","4.77","2453.07","29436.83"
"Becky Gonzalez","4You","Female",58,"50-59","14","29397.68","New","2019-10-24","2020-07-23","0.75","4.65","2099.83","29397.68"
"Charlotte Johnson","4You","Female",64,"60-69","14","29330.58","New","2019-10-10","2020-10-22","1.04","4.40","2095.04","28202.48"
"Linda Pelaez","4You","Female",29,"20-29","11","29196.10","New","2019-10-31","2020-03-12","0.36","5.02","2654.19","29196.10"
"Wallace Tenney","4You","Male",47,"40-49","11","28953.94","New","2019-10-03","2020-03-12","0.44","5.02","2632.18","28953.94"
"Juan Stevenson","4You","n/a",43,"40-49","13","28669.07","New","2019-10-03","2020-09-03","0.92","4.54","2205.31","28669.07"
"James Stokes","4You","n/a",30,"30-39","13","28602.72","New","2019-09-26","2020-05-21","0.65","4.82","2200.21","28602.72"
"Edward Jablonski","Umbrella LTDA","Male",50,"50-59","12","28594.86","New","2019-10-17","2020-06-25","0.69","4.73","2382.91","28594.86"
"Clayton Cline","Wonka Company","Male",39,"30-39","13","28572.10","New","2019-12-26","2020-08-06","0.61","4.61","2197.85","28572.10"
"Ronald Giunta","4You","Male",60,"60-69","12","28551.25","New","2019-10-10","2020-05-21","0.61","4.82","2379.27","28551.25"
"Viola Munoz","Wonka Company","Female",35,"30-39","13","28348.01","New","2019-10-03","2020-07-02","0.75","4.71","2180.62","28348.01"
"Gregoria Gil","4You","Female",21,"20-29","14","28329.84","New","2019-11-21","2020-09-03","0.79","4.54","2023.56","28329.84"
"Calvin Cuellar","4You","Male",60,"60-69","11","28283.69","New","2019-10-03","2020-04-30","0.58","4.88","2571.24","28283.69"
"Douglas Kreider","Umbrella LTDA","Male",59,"50-59","10","28233.27","New","2020-01-16","2020-08-20","0.59","4.58","2823.33","28233.27"
"Gwen Payne","Monsters CYA","Female",64,"60-69","9","28087.23","New","2019-10-03","2020-02-27","0.40","5.05","3120.80","28087.23"
"Angela Bowman","Wonka Company","n/a",46,"40-49","13","27820.79","New","2019-10-03","2020-10-22","1.05","4.40","2140.06","26495.99"
"Sona Paolucci","Acme Factory","Female",52,"50-59","10","27761.94","New","2019-10-03","2020-03-26","0.48","4.98","2776.19","27761.94"
"Kathryn Otsuka","4You","Female",27,"20-29","11","27466.79","New","2019-09-26","2020-04-02","0.52","4.96","2496.98","27466.79"
"Helen Selby","4You","n/a",34,"30-39","12","27386.48","New","2019-10-24","2020-07-16","0.73","4.67","2282.21","27386.48"
"William Williams","4You","Male",49,"40-49","11","27322.77","New","2019-09-26","2020-07-16","0.81","4.67","2483.89","27322.77"
"Matthew Kellogg","Monsters CYA","Male",38,"30-39","10","27258.23","New","2019-09-26","2020-05-21","0.65","4.82","2725.82","27258.23"
"Yolanda Edwards","Monsters CYA","Female",34,"30-39","11","27238.14","New","2019-09-26","2020-04-09","0.54","4.94","2476.19","27238.14"
"Trina Smith","Acme Factory","Female",34,"30-39","10","27153.88","New","2019-09-26","2020-07-16","0.81","4.67","2715.39","27153.88"
"Nancy Gentry","Wonka Company","n/a",30,"30-39","12","27117.17","New","2019-10-24","2020-06-11","0.63","4.77","2259.76","27117.17"
"Walter Ortiz","Monsters CYA","Male",52,"50-59","13","26994.86","New","2019-10-31","2020-04-30","0.50","4.88","2076.53","26994.86"
"Diana Mcelrath","4You","Female",59,"50-59","11","26963.35","New","2020-01-02","2020-08-06","0.59","4.61","2451.21","26963.35"
"William Biffle","Wonka Company","n/a",40,"40-49","12","26919.12","New","2019-10-24","2020-05-21","0.58","4.82","2243.26","26919.12"
"Christopher Elliott","4You","n/a",40,"40-49","12","26892.05","New","2019-09-26","2020-07-09","0.79","4.69","2241.00","26892.05"
"Amy Baumann","Monsters CYA","Female",57,"50-59","10","26782.74","New","2019-11-14","2020-04-02","0.38","4.96","2678.27","26782.74"
"Tanya Norman","Acme Factory","Female",23,"20-29","13","26745.24","New","2019-09-26","2020-08-27","0.92","4.56","2057.33","26745.24"
"Michael Stroik","4You","Male",44,"40-49","12","26686.80","New","2019-10-24","2020-04-09","0.46","4.94","2223.90","26686.80"
"Ana Hudson","4You","n/a",23,"20-29","10","26670.06","New","2019-10-17","2020-03-05","0.38","5.04","2667.01","26670.06"
"Kevin Lamb","Wonka Company","Male",43,"40-49","14","26467.14","New","2019-09-26","2020-06-04","0.69","4.79","1890.51","26467.14"
"Linda Parks","Monsters CYA","Female",50,"50-59","11","26450.39","New","2019-10-24","2020-05-14","0.56","4.84","2404.58","26450.39"
"Sandra Wang","Acme Factory","Female",50,"50-59","12","26246.47","New","2019-10-31","2020-07-23","0.73","4.65","2187.21","26246.47"
"Dorothy Dyson","4You","Female",32,"30-39","11","26199.84","New","2019-10-10","2020-07-16","0.77","4.67","2381.80","26199.84"
"Ina Cassidy","Umbrella LTDA","n/a",26,"20-29","10","26086.45","New","2019-11-14","2020-07-16","0.67","4.67","2608.65","26086.45"
"Amy Thomas","Acme Factory","n/a",27,"20-29","11","26086.17","New","2019-10-17","2020-08-06","0.81","4.61","2371.47","26086.17"
"Robert Leek","Umbrella LTDA","Male",44,"40-49","10","25935.79","New","2019-10-17","2020-05-07","0.56","4.86","2593.58","25935.79"
"Larry Gonzales","Acme Factory","Male",36,"30-39","11","25742.23","New","2019-09-26","2020-08-27","0.92","4.56","2340.20","25742.23"
"Moises Gilliard","4You","n/a",39,"30-39","11","25607.88","New","2019-10-10","2020-04-16","0.52","4.92","2327.99","25607.88"
"Gary Vasquez","Acme Factory","n/a",36,"30-39","11","25422.25","New","2019-12-12","2020-10-22","0.86","4.40","2311.11","25422.25"
"Leslie Rosas","Acme Factory","Female",38,"30-39","11","25316.26","New","2019-10-03","2020-04-02","0.50","4.96","2301.48","25316.26"
"Leta Garber","Wonka Company","Female",45,"40-49","13","25233.67","New","2019-09-26","2020-07-23","0.82","4.65","1941.05","25233.67"
"Elsa Wagner","Acme Factory","Female",37,"30-39","9","25188.45","New","2019-10-10","2020-04-09","0.50","4.94","2798.72","25188.45"
"Michael Parker","Umbrella LTDA","n/a",44,"40-49","10","25165.45","New","2019-09-26","2020-02-20","0.40","5.07","2516.55","25165.45"
"Jonathan Dickens","Monsters CYA","Male",48,"40-49","11","24957.87","New","2019-10-10","2020-04-30","0.56","4.88","2268.90","24957.87"
"Kelly Subido","4You","Female",23,"20-29","12","24926.69","New","2019-10-17","2020-03-19","0.42","5.00","2077.22","24926.69"
"Hildegard Gerlach","Acme Factory","Female",40,"40-49","10","24912.88","New","2019-10-17","2020-03-05","0.38","5.04","2491.29","24912.88"
"Carlos Lanier","Wonka Company","Male",58,"50-59","11","24361.11","New","2019-10-31","2020-06-25","0.65","4.73","2214.65","24361.11"
"Susan Lacy","Wonka Company","Female",50,"50-59","10","24228.59","New","2019-10-17","2020-09-17","0.92","4.50","2422.86","24228.59"
"Brian Mack","Acme Factory","n/a",64,"60-69","10","24104.68","New","2019-10-17","2020-07-16","0.75","4.67","2410.47","24104.68"
"Elizabeth Cohen","Monsters CYA","n/a",25,"20-29","11","24039.44","New","2019-09-26","2020-07-02","0.77","4.71","2185.40","24039.44"
"Eugene Tiemann","Monsters CYA","n/a",41,"40-49","12","23885.58","New","2019-09-26","2020-07-23","0.82","4.65","1990.47","23885.58"
"Judith Pierce","4You","Female",23,"20-29","10","23879.07","New","2019-10-31","2020-07-16","0.71","4.67","2387.91","23879.07"
"Jennifer Gray","Acme Factory","Female",24,"20-29","11","23785.91","New","2019-10-10","2020-04-30","0.56","4.88","2162.36","23785.91"
"Jack Neumann","4You","n/a",60,"60-69","9","23615.55","New","2019-09-26","2020-06-18","0.73","4.75","2623.95","23615.55"
"Yolanda Perry","Umbrella LTDA","Female",25,"20-29","8","23559.62","New","2019-09-26","2020-01-16","0.31","5.17","2944.95","23559.62"
"Tyler Butler","4You","Male",35,"30-39","10","23529.51","New","2019-09-26","2020-04-30","0.59","4.88","2352.95","23529.51"
"Eunice Burns","4You","Female",24,"20-29","10","23468.02","New","2019-11-07","2020-04-30","0.48","4.88","2346.80","23468.02"
"Elissa Hubbard","4You","Female",45,"40-49","8","23334.00","New","2019-09-26","2020-02-27","0.42","5.05","2916.75","23334.00"
"Sarah Willis","4You","Female",50,"50-59","10","23319.58","New","2019-10-31","2020-05-21","0.56","4.82","2331.96","23319.58"
"Anne Brown","4You","Female",42,"40-49","10","23115.86","New","2019-10-17","2020-06-18","0.67","4.75","2311.59","23115.86"
"Ralph Alzugaray","4You","Male",60,"60-69","10","23053.02","New","2019-09-26","2020-02-06","0.36","5.11","2305.30","23053.02"
"Samantha Link","4You","Female",53,"50-59","9","22944.26","New","2019-11-14","2020-07-23","0.69","4.65","2549.36","22944.26"
"Joy Sibley","Monsters CYA","n/a",62,"60-69","9","22914.87","New","2019-10-03","2020-05-28","0.65","4.81","2546.10","22914.87"
"Ernest Bybee","Acme Factory","Male",62,"60-69","8","22506.57","New","2019-09-26","2020-06-04","0.69","4.79","2813.32","22506.57"
"Tyler Jones","Acme Factory","Male",58,"50-59","10","22492.19","New","2019-11-14","2020-12-03","1.05","4.29","2249.22","21421.13"
"Tim Ransom","Wonka Company","Male",47,"40-49","9","22269.71","New","2019-10-31","2020-04-23","0.48","4.90","2474.41","22269.71"
"Alice Mora","Monsters CYA","n/a",38,"30-39","10","22185.21","New","2019-10-24","2020-04-09","0.46","4.94","2218.52","22185.21"
"Marshall Knight","4You","Male",61,"60-69","10","22125.87","New","2019-10-03","2020-08-27","0.90","4.56","2212.59","22125.87"
"Roderick Holloway","Acme Factory","n/a",52,"50-59","8","22115.13","New","2019-09-26","2020-01-23","0.33","5.15","2764.39","22115.13"
"Phillip Sarni","Umbrella LTDA","Male",60,"60-69","9","21756.66","New","2019-09-26","2020-01-09","0.29","5.19","2417.41","21756.66"
"David Grady","Monsters CYA","Male",61,"60-69","10","21703.50","New","2019-09-26","2020-03-12","0.46","5.02","2170.35","21703.50"
"Ann Pope","Acme Factory","Female",37,"30-39","9","21548.92","New","2019-11-07","2020-05-07","0.50","4.86","2394.32","21548.92"
"John Cody","4You","Male",37,"30-39","9","21518.65","New","2019-10-03","2020-05-28","0.65","4.81","2390.96","21518.65"
"Walter Hendrickson","4You","n/a",49,"40-49","10","21507.38","New","2019-10-17","2020-03-05","0.38","5.04","2150.74","21507.38"
"Melissa Livingston","Umbrella LTDA","n/a",65,"60-69","8","21272.33","New","2019-10-03","2020-04-09","0.52","4.94","2659.04","21272.33"
"Albert Sparks","Acme Factory","Male",58,"50-59","10","20953.21","New","2019-09-26","2020-02-13","0.38","5.09","2095.32","20953.21"
"Christopher Schroeder","4You","Male",34,"30-39","10","20925.48","New","2019-11-28","2020-05-21","0.48","4.82","2092.55","20925.48"
"Patricia Hardy","Acme Factory","n/a",46,"40-49","8","20896.80","New","2019-10-17","2020-04-16","0.50","4.92","2612.10","20896.80"
"Christine Burlingham","4You","n/a",62,"60-69","9","20755.46","New","2019-10-24","2020-02-13","0.31","5.09","2306.16","20755.46"
"Rickey Orouke","4You","Male",46,"40-49","8","20741.90","New","2019-10-10","2020-01-30","0.31","5.13","2592.74","20741.90"
"Renita Smith","Monsters CYA","Female",50,"50-59","8","20692.52","New","2019-09-26","2020-03-26","0.50","4.98","2586.57","20692.52"
"Katherine Martinez","4You","n/a",29,"20-29","8","20426.09","New","2019-10-03","2020-05-14","0.61","4.84","2553.26","20426.09"
"Charlotte Foster","Wonka Company","Female",40,"40-49","10","20418.69","New","2020-01-30","2020-09-17","0.63","4.50","2041.87","20418.69"
"April Williams","4You","Female",46,"40-49","8","20263.05","New","2019-09-26","2020-03-05","0.44","5.04","2532.88","20263.05"
"Yu Edwards","Wonka Company","n/a",47,"40-49","9","20107.97","New","2019-10-17","2020-05-28","0.61","4.81","2234.22","20107.97"
"Jack Harris","4You","Male",26,"20-29","9","19466.14","New","2019-10-17","2020-05-07","0.56","4.86","2162.90","19466.14"
"Jame Carter","4You","Female",65,"60-69","8","19401.91","New","2019-10-17","2020-02-27","0.36","5.05","2425.24","19401.91"
"Norma Brady","Monsters CYA","Female",26,"20-29","10","19370.20","New","2019-09-26","2020-09-10","0.96","4.52","1937.02","19370.20"
"Bonnie Miller","Umbrella LTDA","Female",56,"50-59","9","19361.91","New","2019-10-03","2020-03-19","0.46","5.00","2151.32","19361.91"
"Raymond Lubin","Umbrella LTDA","n/a",46,"40-49","8","19352.90","New","2019-09-26","2020-01-09","0.29","5.19","2419.11","19352.90"
"Donna Day","4You","Female",43,"40-49","8","19326.62","New","2019-10-31","2020-01-30","0.25","5.13","2415.83","19326.62"
"Robert Clark","4You","Male",28,"20-29","8","19308.71","New","2019-10-03","2020-03-05","0.42","5.04","2413.59","19308.71"
"Sam Abernathy","4You","Male",25,"20-29","9","19208.20","New","2019-10-03","2020-05-28","0.65","4.81","2134.24","19208.20"
"Rex Velasquez","4You","Male",46,"40-49","8","19075.25","New","2019-10-24","2020-02-13","0.31","5.09","2384.41","19075.25"
"Maria Peterson","Acme Factory","Female",62,"60-69","8","19056.34","New","2019-10-03","2020-08-13","0.86","4.59","2382.04","19056.34"
"Norbert Covington","Acme Factory","Male",30,"30-39","7","19035.58","New","2019-09-26","2020-03-26","0.50","4.98","2719.37","19035.58"
"Adam Clasen","Acme Factory","Male",27,"20-29","7","18849.15","New","2019-10-10","2020-04-09","0.50","4.94","2692.74","18849.15"
"Harvey Violette","Acme Factory","Male",25,"20-29","7","18805.63","New","2019-10-24","2020-03-05","0.36","5.04","2686.52","18805.63"
"Charlie Mccormack","Acme Factory","n/a",33,"30-39","8","18725.85","New","2019-10-24","2020-02-20","0.33","5.07","2340.73","18725.85"
"Amy Coppage","Wonka Company","Female",52,"50-59","8","18687.52","New","2019-10-24","2020-03-05","0.36","5.04","2335.94","18687.52"
"Frances Anderson","Umbrella LTDA","Female",62,"60-69","7","18528.43","New","2019-09-26","2020-01-30","0.35","5.13","2646.92","18528.43"
"Gregory Dugas","Acme Factory","n/a",33,"30-39","7","18525.87","New","2019-11-14","2020-06-18","0.59","4.75","2646.55","18525.87"
"Fred Luescher","4You","n/a",63,"60-69","8","18461.25","New","2019-10-10","2020-01-23","0.29","5.15","2307.66","18461.25"
"Noah Pillar","4You","n/a",55,"50-59","9","18446.60","New","2019-10-03","2020-03-19","0.46","5.00","2049.62","18446.60"
"Catherine Michael","4You","n/a",39,"30-39","7","18400.84","New","2019-10-10","2020-01-02","0.23","5.21","2628.69","18400.84"
"Todd Morgan","Acme Factory","Male",24,"20-29","7","18253.72","New","2019-10-03","2020-05-07","0.59","4.86","2607.67","18253.72"
"Marie Ruiz","4You","Female",23,"20-29","7","18207.17","New","2019-09-26","2020-04-23","0.58","4.90","2601.02","18207.17"
"Raymond Varner","Monsters CYA","Male",36,"30-39","9","18200.65","New","2019-10-03","2019-12-19","0.21","5.25","2022.29","18200.65"
"Robert Schrader","Wonka Company","Male",27,"20-29","9","18127.84","New","2019-10-03","2020-07-30","0.82","4.63","2014.20","18127.84"
"Keely Richardson","Umbrella LTDA","Female",31,"30-39","7","18100.05","New","2019-11-07","2020-07-23","0.71","4.65","2585.72","18100.05"
"Rebecca Kim","Wonka Company","n/a",40,"40-49","8","18006.54","New","2019-10-10","2020-02-13","0.35","5.09","2250.82","18006.54"
"Bernice Martinez","4You","Female",62,"60-69","7","17849.49","New","2019-11-14","2020-04-16","0.42","4.92","2549.93","17849.49"
"John Rivera","Wonka Company","Male",40,"40-49","9","17803.88","New","2019-09-26","2020-01-30","0.35","5.13","1978.21","17803.88"
"Eric Capps","Wonka Company","Male",51,"50-59","8","17740.57","New","2019-10-24","2020-02-27","0.35","5.05","2217.57","17740.57"
"Deborah Adams","4You","n/a",28,"20-29","8","17458.82","New","2019-09-26","2020-02-20","0.40","5.07","2182.35","17458.82"
"Eric Ison","Wonka Company","Male",52,"50-59","7","17384.85","New","2019-10-31","2020-07-30","0.75","4.63","2483.55","17384.85"
"Donald Clairmont","Wonka Company","Male",62,"60-69","7","17208.24","New","2019-10-31","2020-02-06","0.27","5.11","2458.32","17208.24"
"Monica Mcintyre","Wonka Company","Female",45,"40-49","7","17204.12","New","2019-09-26","2020-04-23","0.58","4.90","2457.73","17204.12"
"Henry Muhammad","4You","Male",43,"40-49","7","17114.44","New","2019-10-24","2020-04-16","0.48","4.92","2444.92","17114.44"
"Brady Harris","Acme Factory","Male",57,"50-59","7","17095.06","New","2019-09-26","2020-03-19","0.48","5.00","2442.15","17095.06"
"Ernie Walker","4You","Male",37,"30-39","7","17012.57","New","2019-10-31","2020-04-30","0.50","4.88","2430.37","17012.57"
